model,base_id,split,arm,binding,n_tokens_bare,n_tokens_prompt,use_index,mutation_index,use_minus_mutation,use_token_id,scored_text_is_program,bare_prefix_matches_prompt,use_is_last_bare,use_token_identical,one_token_mutation,mutation_distance_ok,ok
deepseek-coder-6.7b,base_0134,test,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0134,test,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0134,test,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0134,test,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0135,test,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0135,test,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0135,test,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0135,test,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0136,test,ab,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0136,test,ab,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0136,test,ba,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0136,test,ba,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0137,test,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0137,test,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0137,test,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0137,test,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0138,test,ab,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0138,test,ab,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0138,test,ba,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0138,test,ba,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0139,calib,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0139,calib,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0139,calib,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0139,calib,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0140,test,ab,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0140,test,ab,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0140,test,ba,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0140,test,ba,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0141,test,ab,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0141,test,ab,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0141,test,ba,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0141,test,ba,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0142,test,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0142,test,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0142,test,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0142,test,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0143,calib,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0143,calib,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0143,calib,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0143,calib,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0144,calib,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0144,calib,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0144,calib,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0144,calib,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0145,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0145,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0145,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0145,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0146,test,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0146,test,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0146,test,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0146,test,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0147,test,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0147,test,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0147,test,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0147,test,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0148,test,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0148,test,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0148,test,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0148,test,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0149,test,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0149,test,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0149,test,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0149,test,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0150,test,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0150,test,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0150,test,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0150,test,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0151,test,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0151,test,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0151,test,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0151,test,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0152,test,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0152,test,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0152,test,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0152,test,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0153,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0153,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0153,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0153,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0154,calib,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0154,calib,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0154,calib,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0154,calib,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0155,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0155,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0155,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0155,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0156,test,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0156,test,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0156,test,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0156,test,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0157,test,ab,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0157,test,ab,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0157,test,ba,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0157,test,ba,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0158,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0158,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0158,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0158,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0159,calib,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0159,calib,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0159,calib,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0159,calib,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0160,test,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0160,test,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0160,test,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0160,test,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0161,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0161,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0161,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0161,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0162,calib,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0162,calib,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0162,calib,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0162,calib,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0163,test,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0163,test,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0163,test,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0163,test,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0164,calib,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0164,calib,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0164,calib,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0164,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0165,calib,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0165,calib,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0165,calib,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0165,calib,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0166,test,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0166,test,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0166,test,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0166,test,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0167,calib,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0167,calib,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0167,calib,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0167,calib,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0168,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0168,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0168,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0168,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0169,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0169,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0169,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0169,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0170,calib,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0170,calib,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0170,calib,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0170,calib,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0171,test,ab,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0171,test,ab,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0171,test,ba,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0171,test,ba,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0172,test,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0172,test,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0172,test,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0172,test,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0173,test,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0173,test,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0173,test,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0173,test,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0174,test,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0174,test,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0174,test,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0174,test,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0175,calib,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0175,calib,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0175,calib,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0175,calib,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0176,test,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0176,test,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0176,test,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0176,test,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0177,test,ab,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0177,test,ab,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0177,test,ba,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0177,test,ba,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0178,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0178,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0178,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0178,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0179,test,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0179,test,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0179,test,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0179,test,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0180,calib,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0180,calib,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0180,calib,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0180,calib,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0181,test,ab,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0181,test,ab,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0181,test,ba,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0181,test,ba,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0182,test,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0182,test,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0182,test,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0182,test,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0183,test,ab,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0183,test,ab,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0183,test,ba,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0183,test,ba,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0184,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0184,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0184,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0184,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0185,test,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0185,test,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0185,test,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0185,test,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0186,test,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0186,test,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0186,test,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0186,test,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0187,test,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0187,test,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0187,test,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0187,test,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0188,calib,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0188,calib,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0188,calib,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0188,calib,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0189,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0189,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0189,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0189,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0190,calib,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0190,calib,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0190,calib,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0190,calib,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0191,test,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0191,test,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0191,test,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0191,test,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0192,calib,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0192,calib,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0192,calib,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0192,calib,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0193,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0193,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0193,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0193,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0194,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0194,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0194,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0194,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0195,test,ab,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0195,test,ab,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0195,test,ba,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0195,test,ba,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0196,test,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0196,test,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0196,test,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0196,test,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0197,test,ab,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0197,test,ab,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0197,test,ba,source,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0197,test,ba,target,16,21,15,9,6,1670,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0198,calib,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0198,calib,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0198,calib,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0198,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0199,test,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0199,test,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0199,test,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0199,test,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0200,test,ab,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0200,test,ab,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0200,test,ba,source,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0200,test,ba,target,16,21,15,9,6,269,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0201,test,ab,source,16,21,15,9,6,269,True,True,True,True,True,True,True
