pair_id,base_id,op_family,split,base_agree,base_detail,counter_agree,counter_detail,irrelevant_agree,irrelevant_detail,text_absent,trichotomy_distinct,answers_disjoint,mutation_distance_ok,anchors_ordered,semantics_agree,verified
base_0093_mod,base_0093,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0094_add,base_0094,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0094_sub_from,base_0094,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0094_mod,base_0094,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0095_add,base_0095,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0095_sub_from,base_0095,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0095_mod,base_0095,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0096_add,base_0096,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0096_sub_from,base_0096,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0096_mod,base_0096,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0097_add,base_0097,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0097_sub_from,base_0097,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0097_mod,base_0097,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0098_add,base_0098,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0098_sub_from,base_0098,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0098_mod,base_0098,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0099_sub_from,base_0099,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0099_double_sub,base_0099,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0099_mod,base_0099,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0100_add,base_0100,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0100_sub_from,base_0100,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0100_double_sub,base_0100,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0100_mod,base_0100,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0101_add,base_0101,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0101_sub_from,base_0101,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0101_mod,base_0101,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0102_add,base_0102,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0102_sub_from,base_0102,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0102_double_sub,base_0102,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0102_mod,base_0102,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0103_add,base_0103,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0103_sub_from,base_0103,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0103_double_sub,base_0103,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0103_mod,base_0103,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0104_add,base_0104,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0104_sub_from,base_0104,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0104_mod,base_0104,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0105_sub_from,base_0105,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0105_double_sub,base_0105,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0105_mod,base_0105,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0106_add,base_0106,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0106_sub_from,base_0106,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0106_double_sub,base_0106,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0106_mod,base_0106,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0107_add,base_0107,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0107_sub_from,base_0107,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0107_double_sub,base_0107,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0107_mod,base_0107,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0108_add,base_0108,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0108_sub_from,base_0108,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0108_double_sub,base_0108,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0108_mod,base_0108,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0109_add,base_0109,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0109_sub_from,base_0109,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0109_mod,base_0109,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0110_add,base_0110,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0110_sub_from,base_0110,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0110_double_sub,base_0110,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0110_mod,base_0110,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0111_add,base_0111,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0111_sub_from,base_0111,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0111_mod,base_0111,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0112_add,base_0112,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0112_sub_from,base_0112,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0112_mod,base_0112,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0113_add,base_0113,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0113_sub_from,base_0113,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0113_double_sub,base_0113,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0113_mod,base_0113,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0114_add,base_0114,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0114_sub_from,base_0114,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0114_mod,base_0114,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0115_add,base_0115,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0115_sub_from,base_0115,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0115_double_sub,base_0115,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0115_mod,base_0115,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0116_add,base_0116,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0116_sub_from,base_0116,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0116_mod,base_0116,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0117_add,base_0117,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0117_sub_from,base_0117,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0117_double_sub,base_0117,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0117_mod,base_0117,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0118_add,base_0118,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0118_sub_from,base_0118,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0118_mod,base_0118,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0119_add,base_0119,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0119_sub_from,base_0119,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0119_double_sub,base_0119,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0119_mod,base_0119,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
