model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-6.7b,base_0162,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.8007054924964905,-1.7861371040344238,0.9854316115379333,0.9854316115379333,1,1,5336,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9872539043426514,-1.6675174236297607,0.6802635192871094,-0.6802635192871094,1,0,5336,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.8174195289611816,-1.8178677558898926,1.000448226928711,1.000448226928711,1,1,5336,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6726949214935303,-1.237079381942749,-0.43561553955078125,0.43561553955078125,0,1,5336,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.4377882480621338,-1.1685278415679932,-0.2692604064941406,-0.2692604064941406,0,0,5336,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6871497631072998,-1.2385280132293701,-0.4486217498779297,0.4486217498779297,0,1,5336,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.500449538230896,-1.1514390707015991,-0.3490104675292969,-0.3490104675292969,0,0,5336,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0162,calib,ab,source,ab_source,value,direct,value/direct,value,outer,20,17,-2.7795474529266357,-0.09622260183095932,-2.6833248510956764,2.6833248510956764,0,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0162,calib,ab,target,ab_target,value,direct,value/direct,value,inner,20,17,-0.03796417638659477,-4.049736499786377,4.011772323399782,4.011772323399782,1,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0162,calib,ba,source,ba_source,value,direct,value/direct,value,outer,17,20,-2.382962703704834,-0.14940594136714935,-2.2335567623376846,2.2335567623376846,0,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0162,calib,ba,target,ba_target,value,direct,value/direct,value,inner,17,20,-0.03541237860918045,-4.139481067657471,4.10406868904829,4.10406868904829,1,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-3.9636449813842773,-2.130856513977051,-1.8327884674072266,1.8327884674072266,0,1,359,0,35,"
# Question: does f return the w assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.4203341007232666,-2.4709885120391846,-0.949345588684082,-0.949345588684082,0,0,359,0,35,"
# Question: does f return the w assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-4.0653533935546875,-2.285170555114746,-1.7801828384399414,1.7801828384399414,0,1,359,0,35,"
# Question: does f return the w assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.4684431552886963,-2.700044870376587,-0.7683982849121094,-0.7683982849121094,0,0,359,0,35,"
# Question: does f return the w assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.6452949047088623,-2.3775718212127686,-0.26772308349609375,0.26772308349609375,0,1,359,0,35,"
# Question: does f return the w assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.25717830657959,-2.686293601989746,0.42911529541015625,0.42911529541015625,1,1,359,0,35,"
# Question: does f return the w assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.701603889465332,-2.501206398010254,-0.20039749145507812,0.20039749145507812,0,1,359,0,35,"
# Question: does f return the w assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.3411293029785156,-2.914663314819336,0.5735340118408203,0.5735340118408203,1,1,359,0,35,"
# Question: does f return the w assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.41968783736228943,-1.3341528177261353,0.9144649803638458,-0.9144649803638458,1,0,9526,1,35,"
# Question: does f return the inner w or the outer w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.3512800633907318,-1.5459727048873901,1.1946926414966583,1.1946926414966583,1,1,9526,1,35,"
# Question: does f return the inner w or the outer w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.3950968384742737,-1.3956308364868164,1.0005339980125427,-1.0005339980125427,1,0,9526,1,35,"
# Question: does f return the inner w or the outer w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.30978822708129883,-1.707857608795166,1.3980693817138672,1.3980693817138672,1,1,9526,1,35,"
# Question: does f return the inner w or the outer w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4817467927932739,-1.2024098634719849,0.7206630706787109,-0.7206630706787109,1,0,9526,1,35,"
# Question: does f return the outer w or the inner w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.22391583025455475,-2.0695369243621826,1.8456210941076279,1.8456210941076279,1,1,9526,1,35,"
# Question: does f return the outer w or the inner w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4692235589027405,-1.2256035804748535,0.756380021572113,-0.756380021572113,1,0,9526,1,35,"
# Question: does f return the outer w or the inner w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.19912034273147583,-2.2539165019989014,2.0547961592674255,2.0547961592674255,1,1,9526,1,35,"
# Question: does f return the outer w or the inner w? Answer: the"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.046705722808838,-1.135841727256775,-0.910863995552063,0.910863995552063,0,1,5160,1,33,"
# Question: is the w returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.382813572883606,-1.5928336381912231,0.2100200653076172,0.2100200653076172,1,1,2291,1,33,"
# Question: is the w returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.9160372018814087,-1.185555100440979,-0.7304821014404297,0.7304821014404297,0,1,5160,1,33,"
# Question: is the w returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4715546369552612,-1.505675196647644,0.03412055969238281,0.03412055969238281,1,1,2291,1,33,"
# Question: is the w returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.7484664916992188,-1.3845367431640625,-0.36392974853515625,0.36392974853515625,0,1,5160,1,33,"
# Question: is the w returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.1427648067474365,-2.3223912715911865,1.17962646484375,1.17962646484375,1,1,2291,1,33,"
# Question: is the w returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6703290939331055,-1.4361047744750977,-0.2342243194580078,0.2342243194580078,0,1,5160,1,33,"
# Question: is the w returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.192400574684143,-2.168182849884033,0.9757822751998901,0.9757822751998901,1,1,2291,1,33,"
# Question: is the w returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9160022735595703,-1.6516094207763672,0.7356071472167969,-0.7356071472167969,1,0,5336,1,34,"
# Question: is w shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.8382619619369507,-1.7737382650375366,0.9354763031005859,0.9354763031005859,1,1,5336,1,34,"
# Question: is w shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9249328374862671,-1.6984981298446655,0.7735652923583984,-0.7735652923583984,1,0,5336,1,34,"
# Question: is w shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.8084926009178162,-1.7949333190917969,0.9864407181739807,0.9864407181739807,1,1,5336,1,34,"
# Question: is w shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6634113788604736,-1.2124149799346924,-0.45099639892578125,0.45099639892578125,0,1,5336,1,36,"
# Question: does f return the w from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.54885733127594,-1.2384802103042603,-0.3103771209716797,-0.3103771209716797,0,0,5336,1,36,"
# Question: does f return the w from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6670624017715454,-1.2299553155899048,-0.4371070861816406,0.4371070861816406,0,1,5336,1,36,"
# Question: does f return the w from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.518779993057251,-1.209972620010376,-0.308807373046875,-0.308807373046875,0,0,5336,1,36,"
# Question: does f return the w from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0163,test,ab,source,ab_source,value,direct,value/direct,value,outer,17,22,-2.4628376960754395,-0.17438942193984985,-2.2884482741355896,2.2884482741355896,0,1,22,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0163,test,ab,target,ab_target,value,direct,value/direct,value,inner,17,22,-0.0438448041677475,-3.8934292793273926,3.849584475159645,3.849584475159645,1,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0163,test,ba,source,ba_source,value,direct,value/direct,value,outer,22,17,-3.0818264484405518,-0.08830001950263977,-2.993526428937912,2.993526428937912,0,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0163,test,ba,target,ba_target,value,direct,value/direct,value,inner,22,17,-0.04868725314736366,-3.8150923252105713,3.7664050720632076,3.7664050720632076,1,1,22,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-4.473453998565674,-2.429771900177002,-2.043682098388672,2.043682098388672,0,1,359,0,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.538689136505127,-3.0217843055725098,-0.5169048309326172,-0.5169048309326172,0,0,207,0,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-4.320368766784668,-2.3806087970733643,-1.9397599697113037,1.9397599697113037,0,1,359,0,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.488738536834717,-2.7901692390441895,-0.6985692977905273,-0.6985692977905273,0,0,359,0,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.954728603363037,-2.506814479827881,-0.44791412353515625,0.44791412353515625,0,1,359,0,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.310107469558716,-3.3192455768585205,1.0091381072998047,1.0091381072998047,1,1,359,0,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.8879334926605225,-2.463266134262085,-0.4246673583984375,0.4246673583984375,0,1,359,0,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.2323660850524902,-3.084123134613037,0.8517570495605469,0.8517570495605469,1,1,359,0,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5249886512756348,-1.1640706062316895,0.6390819549560547,-0.6390819549560547,1,0,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.32846513390541077,-1.672157883644104,1.3436927497386932,1.3436927497386932,1,1,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.519541323184967,-1.1817822456359863,0.6622409224510193,-0.6622409224510193,1,0,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.3604365885257721,-1.5603495836257935,1.1999129951000214,1.1999129951000214,1,1,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4151674509048462,-1.3727537393569946,0.9575862884521484,-0.9575862884521484,1,0,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.17559999227523804,-2.4308547973632812,2.255254805088043,2.255254805088043,1,1,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4585614800453186,-1.277529239654541,0.8189677596092224,-0.8189677596092224,1,0,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.19115087389945984,-2.2946226596832275,2.1034717857837677,2.1034717857837677,1,1,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.0745596885681152,-1.2436269521713257,-0.8309327363967896,0.8309327363967896,0,1,5160,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4936453104019165,-1.717760682106018,0.22411537170410156,0.22411537170410156,1,1,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.1397252082824707,-1.2253670692443848,-0.9143581390380859,0.9143581390380859,0,1,5160,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4922890663146973,-1.711864948272705,0.2195758819580078,0.2195758819580078,1,1,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6827646493911743,-1.5950361490249634,-0.08772850036621094,0.08772850036621094,0,1,5160,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2245752811431885,-2.3842623233795166,1.1596870422363281,1.1596870422363281,1,1,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.784209132194519,-1.5160683393478394,-0.2681407928466797,0.2681407928466797,0,1,5160,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.225825548171997,-2.379626512527466,1.1538009643554688,1.1538009643554688,1,1,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.8725496530532837,-1.7076269388198853,0.8350772857666016,-0.8350772857666016,1,0,5336,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.7122511267662048,-1.8735079765319824,1.1612568497657776,1.1612568497657776,1,1,5336,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.8586979508399963,-1.6980743408203125,0.8393763899803162,-0.8393763899803162,1,0,5336,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.6847061514854431,-1.907057285308838,1.2223511338233948,1.2223511338233948,1,1,5336,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6155544519424438,-1.094363808631897,-0.5211906433105469,0.5211906433105469,0,1,5336,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.4913501739501953,-1.1163997650146484,-0.3749504089355469,-0.3749504089355469,0,0,5336,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.638819932937622,-1.0560944080352783,-0.5827255249023438,0.5827255249023438,0,1,5336,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.5056668519973755,-1.0681859254837036,-0.4374809265136719,-0.4374809265136719,0,0,5336,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0164,calib,ab,source,ab_source,value,direct,value/direct,value,outer,20,18,-4.446284770965576,-0.02679184079170227,-4.419492930173874,4.419492930173874,0,1,18,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0164,calib,ab,target,ab_target,value,direct,value/direct,value,inner,20,18,-0.05686873942613602,-3.3318188190460205,3.2749500796198845,3.2749500796198845,1,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0164,calib,ba,source,ba_source,value,direct,value/direct,value,outer,18,20,-2.7919318675994873,-0.08530876040458679,-2.7066231071949005,2.7066231071949005,0,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0164,calib,ba,target,ba_target,value,direct,value/direct,value,inner,18,20,-0.022251229733228683,-4.448177337646484,4.425926107913256,4.425926107913256,1,1,18,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-4.153377532958984,-2.3214919567108154,-1.831885576248169,1.831885576248169,0,1,359,0,35,"
# Question: does f return the h assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.233886241912842,-3.1651625633239746,-0.06872367858886719,-0.06872367858886719,0,0,207,0,35,"
# Question: does f return the h assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-4.053641319274902,-2.278057098388672,-1.7755842208862305,1.7755842208862305,0,1,359,0,35,"
# Question: does f return the h assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.101125478744507,-2.959625005722046,-0.14150047302246094,-0.14150047302246094,0,0,359,0,35,"
# Question: does f return the h assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.775179862976074,-2.4872217178344727,-0.28795814514160156,0.28795814514160156,0,1,359,0,35,"
# Question: does f return the h assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.2385945320129395,-3.234264850616455,0.9956703186035156,0.9956703186035156,1,1,359,0,35,"
# Question: does f return the h assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.7250866889953613,-2.4339089393615723,-0.29117774963378906,0.29117774963378906,0,1,359,0,35,"
# Question: does f return the h assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.1180548667907715,-3.0043978691101074,0.8863430023193359,0.8863430023193359,1,1,359,0,35,"
# Question: does f return the h assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.467273473739624,-1.2287633419036865,0.7614898681640625,-0.7614898681640625,1,0,9526,1,35,"
# Question: does f return the inner h or the outer h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.26846277713775635,-1.9201809167861938,1.6517181396484375,1.6517181396484375,1,1,9526,1,35,"
# Question: does f return the inner h or the outer h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.4677450656890869,-1.2409288883209229,0.7731838226318359,-0.7731838226318359,1,0,9526,1,35,"
# Question: does f return the inner h or the outer h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.27437594532966614,-1.9048728942871094,1.6304969489574432,1.6304969489574432,1,1,9526,1,35,"
# Question: does f return the inner h or the outer h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4522601366043091,-1.271229863166809,0.8189697265625,-0.8189697265625,1,0,9526,1,35,"
# Question: does f return the outer h or the inner h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.1795828938484192,-2.476606607437134,2.2970237135887146,2.2970237135887146,1,1,9526,1,35,"
# Question: does f return the outer h or the inner h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.47906675934791565,-1.2282847166061401,0.7492179572582245,-0.7492179572582245,1,0,9526,1,35,"
# Question: does f return the outer h or the inner h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.1982129067182541,-2.327847719192505,2.129634812474251,2.129634812474251,1,1,9526,1,35,"
# Question: does f return the outer h or the inner h? Answer: the"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.978249192237854,-1.233660340309143,-0.7445888519287109,0.7445888519287109,0,1,5160,1,33,"
# Question: is the h returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.5575497150421143,-1.6225712299346924,0.06502151489257812,0.06502151489257812,1,1,2291,1,33,"
# Question: is the h returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.024742603302002,-1.2255769968032837,-0.7991656064987183,0.7991656064987183,0,1,5160,1,33,"
# Question: is the h returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.5175011157989502,-1.6659557819366455,0.1484546661376953,0.1484546661376953,1,1,2291,1,33,"
# Question: is the h returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.588034987449646,-1.5999597311019897,0.01192474365234375,-0.01192474365234375,1,0,2291,1,33,"
# Question: is the h returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2483086585998535,-2.2322030067443848,0.9838943481445312,0.9838943481445312,1,1,2291,1,33,"
# Question: is the h returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6597095727920532,-1.5481983423233032,-0.11151123046875,0.11151123046875,0,1,5160,1,33,"
# Question: is the h returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0165,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2379417419433594,-2.2823009490966797,1.0443592071533203,1.0443592071533203,1,1,2291,1,33,"
# Question: is the h returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0165,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9051806330680847,-1.678419828414917,0.7732391953468323,-0.7732391953468323,1,0,5336,1,34,"
# Question: is h shadowed inside f (yes/no)? Answer:"
