example_id,layer,n_steps,sanitized,t_failure,model_ever_wrong,t_latent_jlens,lead_jlens,latent_first_jlens,t_latent_logit,lead_logit,latent_first_logit,t_latent_random,lead_random,latent_first_random,t_latent_probe,lead_probe,latent_first_probe
synthetic_taint_0_132467,0,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_132467,3,3,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_132467,7,3,False,2,True,,,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_132467,11,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_132467,15,3,False,2,True,2.0,0.0,False,3.0,-1.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_132467,19,3,False,2,True,2.0,0.0,False,,,False,,,False,,,False
synthetic_taint_0_132467,23,3,False,2,True,2.0,0.0,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_294504,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_294504,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_294504,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,2.0,0.0,False
synthetic_taint_1_294504,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_294504,11,4,True,2,True,,,False,2.0,0.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_294504,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_294504,19,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,5.0,-3.0,False,4.0,-2.0,False
synthetic_taint_1_294504,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_691514,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_691514,0,5,False,2,True,,,False,,,False,,,False,6.0,-4.0,False
synthetic_taint_0_691514,3,5,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_691514,7,5,False,2,True,,,False,,,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_0_691514,11,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_691514,15,5,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_691514,19,5,False,2,True,2.0,0.0,False,,,False,,,False,,,False
synthetic_taint_0_691514,23,5,False,2,True,2.0,0.0,False,2.0,0.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_982496,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_982496,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_982496,3,6,True,2,True,6.0,-4.0,False,2.0,0.0,False,6.0,-4.0,False,2.0,0.0,False
synthetic_taint_1_982496,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,,,False
synthetic_taint_1_982496,11,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_982496,15,6,True,2,True,2.0,0.0,False,3.0,-1.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_982496,19,6,True,2,True,2.0,0.0,False,7.0,-5.0,False,,,False,,,False
synthetic_taint_1_982496,23,6,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_69914,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_69914,0,6,False,2,True,,,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_69914,3,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_69914,7,6,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_69914,11,6,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_69914,15,6,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_69914,19,6,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_69914,23,6,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_149527,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_149527,0,4,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_149527,3,4,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_149527,7,4,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_149527,11,4,False,2,True,,,False,,,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_0_149527,15,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_149527,19,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_149527,23,4,False,2,True,,,False,,,False,,,False,,,False
