model,base_id,split,question,contrast,contrast_kind,n_tokens_from,n_tokens_to,same_length,n_differing_tokens,differing_indices,expected_differing,as_designed,mutation_index,differs_only_at_mutation,use_index,use_token_identical,question_identical,question_names_inner,question_names_outer
deepseek-coder-1.3b,base_0103,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0103,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0104,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0104,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0104,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0104,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0105,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0105,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0105,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0105,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0106,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0106,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0106,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0106,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0107,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0107,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0107,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0107,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0108,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0108,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0108,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0108,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0109,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0109,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0109,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0109,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0110,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0110,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0110,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0110,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0111,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0111,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0111,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0111,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0112,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0112,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0112,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0112,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0113,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0113,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0113,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0113,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0114,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0114,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0114,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0114,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0115,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0115,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0115,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0115,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0116,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0116,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0116,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0116,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0117,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0117,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0117,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0117,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0118,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0118,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0118,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0118,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0119,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0119,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0119,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0119,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0120,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0120,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0120,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0120,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0121,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0121,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0121,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0121,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0122,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0122,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0122,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0122,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0123,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0123,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0123,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0123,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0124,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0124,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0124,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0124,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0125,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0125,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0125,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0125,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0126,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0126,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0126,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0126,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0127,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0127,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0127,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0127,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0128,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0128,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0128,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0128,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0129,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0129,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0129,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0129,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0130,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0130,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0130,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0130,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0131,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0131,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0131,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0131,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0132,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0132,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0132,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0132,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0133,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0133,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0133,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0133,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0134,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0134,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0134,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0134,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0135,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0135,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0135,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0135,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0136,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0136,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0136,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0136,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0137,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0137,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0137,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0137,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0138,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0138,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0138,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0138,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0139,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0139,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0139,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0139,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0140,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0140,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0140,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0140,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0141,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0141,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0141,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0141,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0142,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0142,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0142,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0142,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0143,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0143,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0143,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0143,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0144,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0144,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0144,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0144,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0145,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0145,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0145,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0145,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0146,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0146,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0146,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0146,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0147,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0147,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0147,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0147,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0148,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0148,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0148,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0148,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0149,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0149,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0149,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0149,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0150,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0150,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0150,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0150,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0151,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0151,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0151,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0151,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0152,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0152,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0152,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0152,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0153,calib,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0153,calib,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0153,calib,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0153,calib,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0154,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0154,test,scope/direct,flip_ba,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
deepseek-coder-1.3b,base_0154,test,scope/direct,same_outer,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0154,test,scope/direct,same_inner,same_binding,35,35,1,2,"2,11",2,1,9,0,15,1,1,0,1
deepseek-coder-1.3b,base_0155,test,scope/direct,flip_ab,binding_flip,35,35,1,1,9,1,1,9,1,15,1,1,0,1
